loanID,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,is_bad
81009598,13200,13200,13200.0, 60 months,18.25,337.0,D,D3,Correctional officer,8 years,RENT,80000.0,Verified,n,,,debt_consolidation,Debt consolidation,958xx,CA,15.56,1.0,Mar-2003,3.0,12.0,,6.0,0.0,2157,71.9,11.0,f,1
74848147,17100,17100,17100.0, 60 months,17.86,432.93,D,D5,O1,10+ years,MORTGAGE,80000.0,Verified,n,,,home_improvement,Home improvement,234xx,VA,36.85,0.0,Aug-2001,0.0,44.0,,13.0,0.0,16194,51.9,58.0,w,0
69722691,19750,19750,19750.0, 60 months,23.13,558.24,F,F3,St. Luke's Hospital,10+ years,RENT,45791.0,Verified,n,,,credit_card,Credit Card Freedom,557xx,MN,22.69,1.0,Jul-1981,0.0,13.0,,10.0,0.0,27107,98.9,19.0,f,0
67540784,11000,11000,10950.0, 60 months,13.98,255.84,C,C3,Bankruptcy paralegal,< 1 year,RENT,50000.0,Source Verified,n,,,credit_card,Credit card refinancing,117xx,NY,20.02,1.0,Sep-1991,1.0,7.0,,11.0,0.0,4800,14.8,28.0,f,0
42342812,8000,8000,8000.0, 36 months,12.99,269.52,C,C1,Electronic Technician,2 years,RENT,50000.0,Not Verified,n,,,credit_card,Credit card refinancing,331xx,FL,12.46,0.0,Sep-2010,1.0,,,12.0,0.0,17353,57.7,12.0,f,0
42453423,20000,20000,19975.0, 60 months,12.69,451.9,C,C2,teacher,10+ years,MORTGAGE,85000.0,Not Verified,n,,,home_improvement,Home improvement,919xx,CA,13.84,0.0,Aug-1999,0.0,37.0,,6.0,0.0,7494,39.7,51.0,f,0
70153255,6525,6525,6525.0, 36 months,22.15,249.7,E,E5,Claims Adjustor,2 years,RENT,73500.0,Source Verified,n,,,other,Other,070xx,NJ,11.67,1.0,Sep-2002,2.0,6.0,,9.0,0.0,5195,75.7,22.0,f,0
41906840,21000,21000,21000.0, 36 months,8.9,666.82,A,A5,Customs and Border Protection,7 years,MORTGAGE,110000.0,Verified,n,,  Borrower added on 01/12/14 > Paying off higher interest credit and for home improvement purposes.<br>,debt_consolidation,Debt consolidation,856xx,AZ,14.5,0.0,Jul-2001,0.0,,42.0,19.0,1.0,9381,25.1,35.0,f,0
66197549,5000,5000,5000.0, 36 months,11.67,165.29,B,B4,Payroll/HR,1 year,MORTGAGE,45000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,945xx,CA,5.12,0.0,Nov-2001,0.0,54.0,,12.0,0.0,3981,40.6,22.0,f,0
75230792,5925,5925,5925.0, 36 months,15.61,207.17,D,D1,receiver,8 years,MORTGAGE,27500.0,Source Verified,n,,,debt_consolidation,Debt consolidation,774xx,TX,16.59,0.0,Mar-2002,0.0,,,7.0,0.0,7887,88.6,12.0,f,0
59638430,1500,1500,1500.0, 36 months,14.65,51.75,C,C5,Electrical Engineer ,1 year,MORTGAGE,57968.0,Not Verified,n,,,moving,Moving and relocation,983xx,WA,9.44,2.0,Oct-2005,0.0,9.0,,6.0,0.0,1063,50.6,24.0,w,0
61592578,10850,10850,10850.0, 60 months,21.18,294.63,E,E3,Chief Financial Officer,1 year,MORTGAGE,232000.0,Verified,n,,,debt_consolidation,Debt consolidation,076xx,NJ,3.72,0.0,Apr-1984,0.0,52.0,52.0,5.0,1.0,5035,87.0,23.0,f,0
86362004,18675,18675,18675.0, 36 months,7.69,582.54,A,A4,Police Officer,5 years,RENT,70000.0,Not Verified,n,,,credit_card,Credit card refinancing,627xx,IL,20.44,0.0,Apr-2004,0.0,,,12.0,0.0,19888,79.2,40.0,w,0
72600898,12100,12100,12100.0, 60 months,11.49,266.05,B,B5,Speech pathologist,10+ years,MORTGAGE,65000.0,Verified,n,,,credit_card,Credit card refinancing,077xx,NJ,25.54,0.0,Jul-1985,0.0,,,16.0,0.0,30586,33.4,28.0,w,0
95668957,12000,12000,11950.0, 36 months,8.18,377.04,B,B1,RN,4 years,MORTGAGE,65000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,554xx,MN,18.35,0.0,Dec-2002,0.0,69.0,,19.0,0.0,11889,39.5,34.0,f,0
24264222,3600,3600,3600.0, 36 months,24.99,143.12,F,F4,sales,10+ years,OWN,12000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,468xx,IN,18.7,1.0,Jun-2004,0.0,6.0,61.0,12.0,1.0,3722,39.6,12.0,w,1
7713854,10000,10000,10000.0, 36 months,6.24,305.31,A,A2,Project manager,8 years,RENT,48100.0,Not Verified,n,,,credit_card,Credit card refinancing,991xx,WA,19.06,0.0,Aug-2000,1.0,,,14.0,0.0,13068,32.0,36.0,w,0
32114500,30000,30000,30000.0, 60 months,12.39,673.27,C,C1,"Manager, Marketing",5 years,MORTGAGE,130000.0,Verified,n,,,credit_card,Credit card refinancing,752xx,TX,33.17,0.0,May-1972,0.0,,,19.0,0.0,73298,83.6,31.0,w,0
92105815,21600,21600,21600.0, 36 months,6.99,666.85,A,A3,Sales,< 1 year,OWN,100000.0,Source Verified,n,,,credit_card,Credit card refinancing,223xx,VA,19.77,0.0,Jul-2004,0.0,,,11.0,0.0,23329,53.1,20.0,f,0
13754880,13050,13050,13050.0, 60 months,17.57,328.34,D,D4,Spit Case Pick,10+ years,MORTGAGE,29676.0,Source Verified,n,,,debt_consolidation,Debt consolidation,628xx,IL,25.88,0.0,Jun-2004,0.0,,,5.0,0.0,4014,81.9,8.0,w,0
39670918,11000,11000,11000.0, 36 months,9.71,353.45,B,B1,Blue Cross Blue Shield,10+ years,OWN,44300.0,Not Verified,n,,,debt_consolidation,Debtfree,120xx,NY,15.74,0.0,Feb-1984,0.0,,,23.0,0.0,23771,37.4,38.0,f,0
66752276,7075,7075,7075.0, 36 months,14.09,242.12,B,B5,Ed Johnson & Sons Trucking,1 year,OWN,52000.0,Source Verified,n,,"  Borrower added on 10/18/12 > Borrowed money from relatives to buy the home 2 years ago and now they are asking for their money back.  We try to buy some time, but they do not want to wait any longer.<br>",other,Personal Loan,953xx,CA,17.47,0.0,Jan-2004,2.0,,,11.0,0.0,11006,57.0,17.0,f,0
89551456,21000,21000,21000.0, 36 months,6.49,643.54,A,A2,Train Dispatcher,9 years,MORTGAGE,95000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,773xx,TX,21.84,0.0,Mar-2001,0.0,,,16.0,0.0,16265,30.7,32.0,w,0
34707806,16875,16875,16875.0, 36 months,16.55,597.87,D,D2,Senior System Administrator,6 years,MORTGAGE,127000.0,Verified,n,,,debt_consolidation,Debt consolidation,283xx,NC,31.77,0.0,Jan-2000,2.0,45.0,,14.0,0.0,15315,64.0,32.0,f,0
71039458,8000,8000,8000.0, 36 months,7.89,250.29,A,A5,Policy Specialist,5 years,RENT,73000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,222xx,VA,20.27,1.0,May-2000,0.0,23.0,,12.0,0.0,2073,30.5,22.0,w,1
72713615,6500,6500,6500.0, 36 months,10.15,210.2,B,B2,Refund Processing Specialis,7 years,MORTGAGE,38440.0,Source Verified,n,,,credit_card,Credit card refinancing,626xx,IL,26.76,0.0,May-1990,0.0,43.0,75.0,13.0,1.0,6782,34.6,23.0,f,0
51541566,12000,12000,12000.0, 60 months,17.57,301.93,D,D4,Lead MSR,8 years,MORTGAGE,56000.0,Verified,n,,,debt_consolidation,Debt consolidation,430xx,OH,21.52,0.0,Nov-2001,4.0,50.0,,17.0,0.0,20785,65.4,37.0,w,0
43493271,17000,17000,17000.0, 36 months,6.89,524.06,A,A3,Manager,10+ years,RENT,50000.0,Source Verified,n,,,credit_card,Credit card refinancing,926xx,CA,12.76,0.0,Jan-2001,0.0,79.0,,9.0,0.0,12281,61.4,12.0,f,0
75993362,15000,15000,15000.0, 60 months,9.17,312.62,B,B2,Investigator,10+ years,OWN,67500.0,Source Verified,n,,,debt_consolidation,Debt consolidation,770xx,TX,8.48,0.0,Feb-1989,0.0,52.0,,12.0,0.0,9385,29.1,38.0,w,0
53839433,35000,35000,35000.0, 60 months,15.99,850.95,D,D2,Attorney,5 years,MORTGAGE,116442.0,Verified,n,,,debt_consolidation,Debt consolidation,803xx,CO,22.55,1.0,Feb-1988,0.0,10.0,,21.0,0.0,30323,57.2,34.0,f,0
26178264,20850,20850,20825.0, 60 months,18.25,532.3,E,E1,Senior Manager,10+ years,MORTGAGE,120000.0,Verified,n,,,debt_consolidation,Debt consolidation,275xx,NC,34.0,0.0,Nov-2010,0.0,,,21.0,0.0,23358,41.3,31.0,f,1
82521284,17600,17600,17600.0, 60 months,14.65,415.48,C,C5,"Director, Support Services",3 years,RENT,118000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,912xx,CA,21.3,1.0,Oct-1995,0.0,19.0,,22.0,0.0,9654,79.8,41.0,w,0
73381735,8000,8000,8000.0, 36 months,11.53,263.93,B,B5,Insurance Representative,< 1 year,OWN,40435.0,Not Verified,n,,,debt_consolidation,Debt consolidation,897xx,NV,9.89,1.0,May-2002,0.0,23.0,,10.0,0.0,4278,26.2,29.0,f,0
28012989,14400,14400,14400.0, 36 months,7.89,450.52,A,A5,Consultant,< 1 year,RENT,85000.0,Verified,n,,,credit_card,Credit card refinancing,021xx,MA,7.79,0.0,Oct-2006,1.0,,,4.0,0.0,11528,54.9,10.0,f,0
79382782,8000,8000,8000.0, 36 months,18.25,290.23,E,E1,Dept. Manager,9 years,RENT,39000.0,Verified,n,,,medical,Medical expenses,365xx,AL,35.32,0.0,Jun-2004,0.0,,86.0,12.0,1.0,10160,83.3,23.0,w,1
71683239,21975,21975,21975.0, 60 months,18.24,560.9,D,D5,Teacher,10+ years,RENT,50000.0,Source Verified,n,,,credit_card,Credit card refinancing,953xx,CA,32.62,0.0,Apr-1997,0.0,,,7.0,0.0,29367,85.6,17.0,f,0
34313673,16625,16625,16625.0, 60 months,17.27,415.6,C,C5,VIRGINIA CREDIT UNION,7 years,RENT,39000.0,Verified,n,,  Borrower added on 12/06/12 > BILL CONSOLIDATION<br>,debt_consolidation,Debt consolidation,232xx,VA,27.63,0.0,Jun-2000,0.0,,,10.0,0.0,27190,87.1,34.0,w,1
21962431,13475,13475,13475.0, 60 months,25.8,401.86,G,G1,HIM Coding,< 1 year,RENT,45200.0,Verified,n,,,debt_consolidation,Debt consolidation,571xx,SD,12.24,0.0,Feb-1994,4.0,53.0,,12.0,0.0,11409,34.3,21.0,w,1
27030976,12000,12000,12000.0, 36 months,14.33,412.06,C,C1,Best Buy - Geek Squad,8 years,MORTGAGE,35000.0,Verified,n,,  Borrower added on 11/29/12 > I want to consolidate all of my credit cards into one payment.<br>,debt_consolidation,Credit Card Consolidation,481xx,MI,15.7,0.0,Dec-2003,0.0,,,10.0,0.0,18459,70.5,18.0,w,1
7629632,35000,35000,35000.0, 36 months,12.29,1167.36,C,C1,Trade Compliance Manager Counsel,< 1 year,RENT,130000.0,Verified,n,,,credit_card,Credit card refinancing,750xx,TX,17.26,1.0,Jan-1987,0.0,10.0,,6.0,0.0,22737,93.2,21.0,w,0
19174448,3475,3475,3475.0, 36 months,19.48,128.23,E,E2,Merchandiser,2 years,MORTGAGE,23000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,305xx,GA,34.08,0.0,Dec-2004,0.0,24.0,,13.0,0.0,6608,33.9,18.0,w,0
44824591,18775,18775,18775.0, 60 months,21.49,513.12,E,E3,Round Rock dental group,< 1 year,MORTGAGE,70000.0,Source Verified,n,,,debt_consolidation,consolidate credit cards,786xx,TX,27.0,3.0,Sep-1990,1.0,14.0,,15.0,0.0,41670,62.3,41.0,f,0
23231380,7200,7200,7200.0, 36 months,7.62,224.37,A,A3,sc yamamoto inc.,4 years,MORTGAGE,50000.0,Not Verified,n,,,home_improvement,home stuff,917xx,CA,19.59,0.0,Oct-1999,3.0,,,14.0,0.0,2483,19.6,19.0,f,0
43253102,28000,28000,28000.0, 36 months,7.12,866.1,A,A3,Director,10+ years,MORTGAGE,98000.0,Source Verified,n,,,credit_card,Credit card refinancing,081xx,NJ,10.51,0.0,Sep-1993,3.0,77.0,,10.0,0.0,31768,66.6,23.0,w,0
52100817,6000,6000,6000.0, 36 months,15.31,208.91,C,C2,Rainone Enterprises LLC,9 years,RENT,42000.0,Not Verified,n,,  Borrower added on 11/09/12 > Have a few very high interest credit cards that I cannot seem to get down no matter how much I put on them. This loan seems the best way to allow me to have some peace of mind with my finances.<br>,credit_card,debt payment loan,928xx,CA,18.97,0.0,Mar-2000,0.0,,,10.0,0.0,10919,88.8,16.0,f,0
15938225,5000,5000,5000.0, 36 months,12.12,166.36,B,B3,Standley Law Group LLP,10+ years,MORTGAGE,102000.0,Not Verified,n,,"  Borrower added on 03/27/12 > I am requesting a loan for home improvements, specifically to assist with upgrading some areas of the house to get it ready to put on the market for sale in a few months.<br>",home_improvement,DebtCons,430xx,OH,24.25,0.0,Dec-1997,0.0,,,10.0,0.0,22822,97.9,26.0,f,0
26562325,10000,10000,10000.0, 36 months,7.9,312.91,A,A4,Microsoft,2 years,OWN,174000.0,Not Verified,n,,  Borrower added on 09/04/13 > I am purchasing a Harley to do some casual riding. I am paying cash for 50% of the purchase. They have a great resale value and it seems like a sound investment if I decide to sell it down the road.<br>,car,Mototcycle Loan,336xx,FL,13.45,1.0,Jun-1996,0.0,10.0,,13.0,0.0,31008,45.2,32.0,f,0
966830,8000,8000,8000.0, 36 months,9.17,255.04,B,B1,desktop Technician,4 years,MORTGAGE,37000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,791xx,TX,12.88,0.0,Jun-2005,0.0,,,7.0,0.0,3833,45.6,17.0,w,0
59822922,20000,20000,20000.0, 60 months,13.67,461.96,C,C4,Energy Consultant,< 1 year,RENT,50000.0,Verified,n,,,debt_consolidation,Debt consolidation,956xx,CA,24.17,0.0,Nov-2001,0.0,,,8.0,0.0,8700,84.5,24.0,w,1
74302151,15000,15000,15000.0, 36 months,15.31,522.26,C,C3,"SPC Electronics America, Inc.",10+ years,MORTGAGE,78000.0,Source Verified,n,,  Borrower added on 05/23/12 > Consolidate credit cards<br><br> Borrower added on 05/23/12 > Purchased a new home in November. Made a lot of improvements using credit cards and would like to consolidate them into one monthly payment.<br>,debt_consolidation,Debt Consolidation,300xx,GA,13.32,0.0,Sep-1998,1.0,,,10.0,0.0,18955,50.8,12.0,f,0
85462432,10000,10000,10000.0, 36 months,6.89,308.27,A,A3,Clinical Post-doctoral Fellow,< 1 year,RENT,63500.0,Source Verified,n,,,credit_card,Credit card refinancing,212xx,MD,10.38,0.0,Jun-2000,0.0,61.0,,19.0,0.0,9150,39.4,26.0,f,0
38946869,6000,6000,6000.0, 36 months,10.99,196.41,B,B2,school bus driver,8 years,MORTGAGE,68000.0,Verified,n,,,debt_consolidation,debt consolidation,065xx,CT,24.78,0.0,Dec-1989,1.0,,,18.0,0.0,10402,33.3,34.0,w,0
35828399,6025,6025,6025.0, 36 months,9.99,194.39,B,B3,Mailhandler,10+ years,RENT,60000.0,Source Verified,n,,,major_purchase,Major purchase,021xx,MA,13.08,0.0,Sep-1998,0.0,55.0,,3.0,0.0,0,0.0,15.0,w,0
92233085,10625,10625,10625.0, 36 months,11.99,352.86,B,B3,General Manager / Music Director,6 years,RENT,32000.0,Verified,n,,  Borrower added on 10/17/13 > The loan will be used to consolidate my credit card debt. Have had high interest rates on a couple of cards for too long. Looking forward to moving those all into one place so I can finally tackle that debt over the next few years. Great Job and I will have no problem paying of this loan in full.<br>,debt_consolidation,Debt consolidation,100xx,NY,18.26,0.0,Jan-2001,0.0,,69.0,9.0,1.0,16060,53.7,15.0,f,0
64950048,15600,15600,15600.0, 36 months,16.29,550.69,D,D2,Contract Administrator,10+ years,RENT,43500.0,Not Verified,n,,,debt_consolidation,Debt consolidation,903xx,CA,19.37,0.0,Nov-1999,0.0,,,19.0,0.0,28837,91.5,41.0,w,0
6170176,17000,17000,16850.0, 36 months,13.11,573.7,B,B4,Lockheed Martin,2 years,RENT,54000.0,Verified,n,,,debt_consolidation,Debt Consolidation,303xx,GA,16.82,0.0,Jan-2005,0.0,,,12.0,0.0,24686,49.8,16.0,f,0
50593116,19625,19625,19625.0, 36 months,13.33,664.37,C,C3,Carpenter,10+ years,MORTGAGE,85000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,630xx,MO,16.28,0.0,Jun-2000,1.0,57.0,,19.0,0.0,8925,24.3,31.0,f,0
87578677,9000,9000,9000.0, 36 months,6.03,273.92,A,A1,BuzzBee,< 1 year,RENT,50000.0,Not Verified,n,,"  Borrower added on 11/25/12 > My loan will help me consolidate my credit cards so that I can save on interest and help pay off medical bills I incurred as well. My current interest rates aren't bad (9&amp; 13%), but I would love to save with a 6% rate. I'm responsible and always pay my bills on time, my credit score reflects that.<br>",debt_consolidation,Consolidating credit and medical debt,981xx,WA,24.46,0.0,May-1998,0.0,,,18.0,0.0,9375,14.6,46.0,f,0
33868333,26050,26050,26050.0, 60 months,20.49,697.29,E,E4,Secretary,10+ years,MORTGAGE,60000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,125xx,NY,21.14,0.0,Nov-1978,0.0,49.0,,15.0,0.0,18293,58.8,29.0,f,1
51675325,9500,9500,9475.0, 36 months,6.03,289.14,A,A1,Project Engineer,2 years,RENT,87000.0,Verified,n,,,credit_card,Credit card refinancing,945xx,CA,4.51,0.0,Jun-2004,1.0,,,6.0,0.0,11360,63.1,22.0,f,0
60990743,12600,12600,12600.0, 60 months,13.67,291.03,B,B5,Senior Hazard Scientist,3 years,MORTGAGE,165000.0,Verified,n,,,credit_card,Credit card refinancing,535xx,WI,11.58,1.0,Sep-2001,2.0,8.0,,11.0,0.0,7495,54.3,24.0,f,0
76098497,20000,20000,20000.0, 36 months,8.19,628.49,A,A5,,,RENT,48000.0,Verified,n,,,debt_consolidation,Debt consolidation,320xx,FL,29.46,0.0,Dec-1993,0.0,40.0,,11.0,0.0,23293,77.6,34.0,f,0
32434325,25575,25575,25575.0, 60 months,15.61,616.65,D,D1,Retail Manager,10+ years,MORTGAGE,64000.0,Source Verified,n,,,credit_card,Credit card refinancing,344xx,FL,12.68,0.0,Mar-1997,0.0,45.0,,15.0,0.0,27850,60.0,33.0,w,0
72846124,10000,10000,9950.0, 60 months,15.61,241.12,D,D1,Development Director,7 years,RENT,32640.0,Verified,n,,,debt_consolidation,Debt consolidation,556xx,MN,8.09,0.0,Aug-1994,0.0,,,3.0,0.0,9834,108.1,4.0,w,0
85280526,20000,20000,20000.0, 36 months,6.03,608.72,A,A1,Associate Court Attorney,8 years,RENT,93000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,100xx,NY,26.03,0.0,Sep-1999,0.0,80.0,,24.0,0.0,23927,21.4,60.0,w,0
24645540,24000,24000,24000.0, 36 months,12.29,800.48,C,C1,Legislative Specialist,10+ years,MORTGAGE,100000.0,Verified,n,,,debt_consolidation,Debt consolidation,323xx,FL,6.38,0.0,Nov-1997,0.0,25.0,,10.0,0.0,23981,68.9,20.0,w,0
37813890,12000,12000,12000.0, 36 months,8.18,377.04,B,B1,SHIPPING MANAGER,10+ years,MORTGAGE,60500.0,Not Verified,n,,,credit_card,Credit card refinancing,073xx,NJ,23.9,0.0,Mar-2003,1.0,,,11.0,0.0,22331,54.7,37.0,f,0
5902624,15000,15000,15000.0, 60 months,13.65,346.31,C,C1,Relationship Manager,10+ years,MORTGAGE,52000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,802xx,CO,21.62,0.0,Nov-1996,2.0,,,18.0,0.0,19848,45.1,33.0,f,0
49056386,12000,12000,12000.0, 60 months,18.99,311.23,E,E1,union electrician,10+ years,RENT,70000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,547xx,WI,12.96,0.0,Jun-1999,0.0,74.0,41.0,6.0,2.0,6801,93.2,24.0,f,1
48819370,20000,20000,20000.0, 36 months,7.89,625.72,A,A5,Call center manager,10+ years,MORTGAGE,90000.0,Verified,n,,,debt_consolidation,Debt consolidation,945xx,CA,4.21,0.0,Mar-2003,0.0,,,4.0,0.0,10833,78.5,11.0,w,0
47530877,28000,28000,28000.0, 60 months,21.18,760.34,E,E3,Air Traffic Control Supervisor,9 years,MORTGAGE,115000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,967xx,HI,20.59,0.0,Aug-1996,2.0,,,7.0,0.0,24243,91.5,29.0,w,0
44638181,4000,4000,4000.0, 60 months,13.23,91.49,C,C1,Western Reserve Eatery,2 years,MORTGAGE,60000.0,Not Verified,n,,,credit_card,citi - 5424,444xx,OH,18.44,0.0,Sep-1983,2.0,76.0,,15.0,0.0,30184,82.7,32.0,f,0
55935474,14700,14700,14700.0, 60 months,25.83,438.65,G,G2,WAREHOUSE MANAGER,1 year,OWN,35000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,775xx,TX,19.62,0.0,Oct-1992,0.0,,,6.0,0.0,8845,92.1,9.0,w,1
60707871,10750,10750,10750.0, 36 months,12.99,362.16,B,B4,St. Johns Riverside Hospital GATS,5 years,RENT,32901.0,Verified,n,,,debt_consolidation,Faith,107xx,NY,12.98,0.0,Oct-1999,0.0,,71.0,9.0,1.0,6157,46.6,14.0,f,0
98474281,15000,15000,15000.0, 36 months,8.19,471.37,A,A5,,,RENT,46000.0,Verified,n,,,debt_consolidation,Debt consolidation,559xx,MN,26.72,0.0,Dec-1998,0.0,43.0,,6.0,0.0,7524,89.6,33.0,w,0
1962353,8400,8400,8400.0, 36 months,9.76,270.1,B,B3,Administration,1 year,OWN,28000.0,Not Verified,n,,,car,Car financing,370xx,TN,22.62,0.0,Jul-2008,0.0,,,8.0,0.0,8663,41.3,13.0,w,0
58702354,8000,8000,8000.0, 36 months,8.67,253.18,B,B1,Director Product Development,6 years,OWN,77000.0,Source Verified,n,,,credit_card,Credit card refinancing,672xx,KS,23.07,0.0,Sep-1990,2.0,,86.0,8.0,1.0,6297,84.0,25.0,f,0
61497138,27600,27600,27600.0, 60 months,19.19,718.85,E,E3,Account Manager,1 year,RENT,60000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,980xx,WA,14.5,0.0,May-2001,0.0,46.0,,7.0,0.0,34774,91.3,12.0,w,0
6691806,16850,16850,16850.0, 60 months,22.99,474.92,F,F1,Lineman ,10+ years,OWN,85000.0,Verified,n,,,debt_consolidation,Debt consolidation,173xx,PA,24.64,0.0,Oct-1990,6.0,,,14.0,0.0,11963,36.0,22.0,w,0
2941929,4825,4825,4825.0, 36 months,18.55,175.77,E,E2,Program coordinator,10+ years,MORTGAGE,45000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,980xx,WA,31.95,0.0,Apr-2002,1.0,40.0,,10.0,0.0,13596,88.3,18.0,f,0
67292875,35000,35000,35000.0, 36 months,7.89,1095.0,A,A5,President/Senior Consultant,10+ years,MORTGAGE,160000.0,Verified,n,,,debt_consolidation,Debt consolidation,484xx,MI,27.41,0.0,Aug-1989,0.0,,,19.0,0.0,92186,72.1,31.0,w,0
30378037,25000,25000,25000.0, 36 months,7.26,774.91,A,A4,Owner,10+ years,MORTGAGE,85000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,198xx,DE,14.96,0.0,Sep-1992,0.0,43.0,,16.0,0.0,12038,36.5,37.0,w,0
37390060,19250,19250,19250.0, 60 months,19.99,509.91,E,E3,truck driver,7 years,MORTGAGE,65000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,298xx,SC,20.62,0.0,Oct-2003,0.0,47.0,,14.0,0.0,17310,53.4,33.0,f,1
60065542,5975,5975,5975.0, 36 months,24.08,234.67,F,F2,driver,< 1 year,RENT,50000.0,Source Verified,n,,,house,Home buying,130xx,NY,27.22,0.0,Jan-2008,2.0,,,6.0,0.0,5490,61.0,11.0,f,1
19517048,19000,19000,19000.0, 60 months,12.29,425.44,C,C1,general manager,< 1 year,MORTGAGE,175000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,297xx,SC,11.58,0.0,Nov-1996,1.0,,64.0,8.0,1.0,5984,46.7,54.0,w,0
53881936,25000,25000,24900.0, 36 months,11.99,830.24,B,B3,Production Accountant,10+ years,RENT,114500.0,Source Verified,n,,,credit_card,Credit card refinancing,916xx,CA,12.04,1.0,Feb-1995,1.0,18.0,,14.0,0.0,33708,74.7,24.0,f,0
87491146,15000,15000,15000.0, 60 months,13.99,348.95,C,C4,Collections Manager,3 years,RENT,65000.0,Source Verified,n,,,credit_card,Credit card refinancing,089xx,NJ,33.0,0.0,Apr-2001,0.0,53.0,,15.0,0.0,17978,45.3,52.0,w,0
29455205,1500,1500,1500.0, 60 months,13.49,34.51,C,C1,AllSouth Federal Credit Union,4 years,MORTGAGE,48000.0,Not Verified,n,,,other,Auto Repair Loan,292xx,SC,20.18,0.0,Dec-1998,1.0,77.0,,9.0,0.0,7618,49.5,25.0,f,1
99777678,3600,3600,3450.0, 36 months,15.41,125.52,D,D1,Certification Specialist,10+ years,MORTGAGE,28000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,404xx,KY,33.26,0.0,Sep-1997,1.0,40.0,,31.0,0.0,15145,56.9,41.0,f,1
81793548,10000,10000,10000.0, 36 months,14.99,346.61,C,C5,Assistant Corporation Counsel,1 year,RENT,66000.0,Source Verified,n,,,credit_card,Credit card refinancing,100xx,NY,21.34,0.0,Jul-2002,0.0,,,7.0,0.0,36983,62.2,10.0,w,0
26764852,12600,12600,12600.0, 60 months,13.33,288.83,C,C3,IT Specialist,10+ years,OWN,74000.0,Not Verified,n,,,credit_card,Credit card refinancing,300xx,GA,25.15,0.0,Jun-1995,0.0,,114.0,11.0,1.0,24727,57.5,47.0,w,0
42144852,9250,9250,9250.0, 36 months,17.57,332.42,D,D2,Financial Planner,10+ years,MORTGAGE,47000.0,Verified,n,,"  Borrower added on 01/08/14 > I will be insulating my home and replacing appliances in my home that were bought in the 1950's &amp; no longer function properly, not to mention the energy efficiency factor.<br>",home_improvement,Home Improvement,548xx,WI,21.96,1.0,Sep-1995,1.0,20.0,65.0,13.0,1.0,6343,70.5,21.0,w,0
62799519,10000,10000,10000.0, 36 months,5.32,301.15,A,A1,English Department Chairman,10+ years,MORTGAGE,130000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,212xx,MD,19.42,0.0,Nov-1989,0.0,,,19.0,0.0,16916,39.2,37.0,w,0
81189369,18900,18900,18900.0, 60 months,25.78,563.42,F,F5,Client Manager,2 years,RENT,45000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,443xx,OH,24.32,0.0,Apr-2008,2.0,47.0,,15.0,0.0,18843,68.5,20.0,w,1
68854888,5000,5000,5000.0, 36 months,11.67,165.29,B,B4,maintenance,7 years,RENT,35000.0,Not Verified,n,,,credit_card,Credit card refinancing,923xx,CA,22.33,0.0,Nov-1997,3.0,29.0,,11.0,0.0,6682,47.4,15.0,w,1
54793722,25000,25000,25000.0, 36 months,6.89,770.68,A,A3,Managing Director - Investments,10+ years,MORTGAGE,600000.0,Source Verified,n,,,home_improvement,Home improvement,551xx,MN,2.03,0.0,Apr-1996,1.0,,,10.0,0.0,40028,44.4,18.0,w,0
9857143,5000,5000,5000.0, 60 months,16.49,122.9,D,D3,TheraCare ,< 1 year,RENT,48000.0,Source Verified,n,,,moving,Moving Loan ,100xx,NY,9.68,0.0,Jul-2005,0.0,,,8.0,0.0,8501,92.4,8.0,f,1
